"sex","self_neuroticism","self_extraversion","self_openness","self_agreeableness","self_conscientiousness","other_neuroticism","other_extraversion","other_openness","other_agreeableness","other_conscientiousness"
"female",19.5,18.8333333333333,14.1666666666667,19.3333333333333,13.8333333333333,9.16666666666667,20.3333333333333,17.3333333333333,23.8333333333333,24.8333333333333
"male",7.83333333333333,13.8333333333333,15.3333333333333,18.6666666666667,24.6666666666667,9.66666666666667,18.1666666666667,15.5,19.8333333333333,27
"male",11.6666666666667,13.1666666666667,10,20.8333333333333,17.6666666666667,12.6666666666667,20.8333333333333,14.6666666666667,18,22.1666666666667
"female",14.8333333333333,20.1666666666667,16.5,21.1666666666667,19.6666666666667,10.8333333333333,23.8333333333333,15.5,22.6666666666667,27.3333333333333
"female",16,12.3333333333333,12,19.6666666666667,17.5,18,10.5,13.3333333333333,20.5,20.3333333333333
"male",13,14.1666666666667,15.8333333333333,18,12,17.1666666666667,18,16.1666666666667,20.5,14.6666666666667
"female",17,12,17.1666666666667,25,20.6666666666667,20.5,10.5,13.1666666666667,22.8333333333333,19
"female",20.3333333333333,12,19.6666666666667,22.6666666666667,19.6666666666667,13,15,14.6666666666667,25.8333333333333,23
"female",18.1666666666667,13.6666666666667,15.3333333333333,23.3333333333333,21.8333333333333,13.1666666666667,15.6666666666667,16,22.1666666666667,24.8333333333333
"female",16.1666666666667,21.3333333333333,18,16.1666666666667,20,18.5,19.1666666666667,18,14.6666666666667,17
"male",18,14.8333333333333,18.1666666666667,18.6666666666667,16.3333333333333,11.8333333333333,19.5,17.6666666666667,19.3333333333333,21.6666666666667
"female",24.6666666666667,13.6666666666667,18,20.8333333333333,13.1666666666667,18.3333333333333,17.1666666666667,14,18.1666666666667,19.8333333333333
"female",15.3333333333333,21.3333333333333,23.8333333333333,17,19.8333333333333,14.8333333333333,18,17.1666666666667,16.3333333333333,24
"male",12.1666666666667,18.1666666666667,18,18.1666666666667,17.3333333333333,8.16666666666667,23.1666666666667,20,22.5,26
"female",14.5,23.1666666666667,16.6666666666667,16.1666666666667,21.1666666666667,10.5,24.8333333333333,18.8333333333333,22.1666666666667,26.8333333333333
"female",13.8333333333333,23.5,18.8333333333333,17.8333333333333,20.3333333333333,19.1666666666667,16.8333333333333,16.8333333333333,15,21.8333333333333
"male",11.5,14.5,19.3333333333333,17.5,17,16.5,11,17,20.1666666666667,17.1666666666667
"male",11,8.5,20.1666666666667,26,17.1666666666667,14.5,13.8333333333333,13.8333333333333,20.3333333333333,18.5
"female",21.1666666666667,16.6666666666667,24.5,21.6666666666667,21.5,23,23,21.5,18.3333333333333,19
"male",22.3333333333333,19.3333333333333,16.5,19.5,17,16.6666666666667,16.1666666666667,13.1666666666667,9.66666666666667,15.5
"female",14,16.5,17.5,21.1666666666667,23.1666666666667,11.8333333333333,14.6666666666667,14.1666666666667,17.5,21.8333333333333
"female",19.6666666666667,21.6666666666667,17,16.5,16,16.3333333333333,20.5,20.5,21.1666666666667,18.6666666666667
"female",13.1666666666667,18,13.8333333333333,9.5,24.6666666666667,12.6666666666667,19.1666666666667,10,6.33333333333333,25.1666666666667
"female",10.8333333333333,22.5,17.3333333333333,21.1666666666667,26.1666666666667,15.5,21.6666666666667,16,16.8333333333333,25.6666666666667
"female",14.6666666666667,15.1666666666667,10.6666666666667,20.5,15,11.1666666666667,18,17,23.5,17.6666666666667
"female",13,23.6666666666667,16.5,19.5,26.3333333333333,13,24.1666666666667,14.5,21.6666666666667,29.1666666666667
"male",21,18.1666666666667,14.8333333333333,16.5,17,19.5,21.8333333333333,13.6666666666667,19.3333333333333,16.8333333333333
"male",12.8333333333333,15.8333333333333,16.8333333333333,15.5,21.5,12.3333333333333,18.8333333333333,15,19.5,24
"male",19.5,18,18.1666666666667,18.6666666666667,19.8333333333333,17.6666666666667,9.33333333333333,7.83333333333333,15.8333333333333,13.3333333333333
"female",21.5,12.6666666666667,16.8333333333333,19.3333333333333,20.3333333333333,13.3333333333333,15.1666666666667,16.3333333333333,20.5,23.3333333333333
"female",10.5,14.8333333333333,16.6666666666667,20.8333333333333,21.8333333333333,14.8333333333333,14.5,14.5,20.1666666666667,26.3333333333333
"female",17.1666666666667,25.5,26.6666666666667,23.1666666666667,22.1666666666667,25,16.1666666666667,17.3333333333333,20,19.8333333333333
"male",10.6666666666667,15.3333333333333,12.8333333333333,22.3333333333333,18.1666666666667,9.83333333333333,19,15,23.3333333333333,23.6666666666667
"female",19.1666666666667,13.8333333333333,20.6666666666667,18,23,17.8333333333333,17.8333333333333,15.1666666666667,14.1666666666667,22.5
"female",16.6666666666667,12.5,13.8333333333333,20.3333333333333,23.3333333333333,16.6666666666667,10.6666666666667,9.66666666666667,24.8333333333333,20.8333333333333
"female",12.6666666666667,16.6666666666667,19.3333333333333,21.6666666666667,20.1666666666667,13.5,19.3333333333333,16.8333333333333,23,24.8333333333333
"female",13.3333333333333,12.5,11.3333333333333,19.1666666666667,25,16.3333333333333,14.5,12.8333333333333,18,20.3333333333333
"male",14.8333333333333,18,16.1666666666667,18.8333333333333,22.5,13.1666666666667,16.6666666666667,14.5,18.1666666666667,23.8333333333333
"male",12.1666666666667,16.5,18.8333333333333,21.8333333333333,17,9.83333333333333,22.3333333333333,19.5,22,22.6666666666667
"male",19.3333333333333,9,16.6666666666667,21.8333333333333,22.5,8.16666666666667,17.1666666666667,17.3333333333333,25.3333333333333,30.3333333333333
"female",13,13.3333333333333,16.6666666666667,24.8333333333333,28.1666666666667,13,13.6666666666667,16.6666666666667,24.3333333333333,27.6666666666667
"male",22,11.8333333333333,20.3333333333333,20.5,20.3333333333333,11,24.8333333333333,18.3333333333333,18.5,26.6666666666667
"female",17.5,20,19,17.6666666666667,17.1666666666667,20.3333333333333,16.8333333333333,15.1666666666667,15.1666666666667,18.8333333333333
"female",16.3333333333333,13.8333333333333,17.1666666666667,20,16.3333333333333,13.6666666666667,17.8333333333333,17.1666666666667,21.8333333333333,21
"male",9.5,8.83333333333333,14.1666666666667,15.1666666666667,19.6666666666667,9.5,18.3333333333333,14,20.1666666666667,23
"female",6.83333333333333,16.1666666666667,16.3333333333333,21,24.8333333333333,14,15.1666666666667,10.6666666666667,19.5,20.5
"female",13.1666666666667,17.5,17.1666666666667,21.1666666666667,23,12.5,19.6666666666667,14.5,21.5,24.8333333333333
"female",16,19,17.3333333333333,15,14.8333333333333,13.1666666666667,11.1666666666667,9.5,17,14.6666666666667
"male",19.5,12.8333333333333,10,20,16.5,14,15.5,11.6666666666667,22.3333333333333,18.8333333333333
"male",11.6666666666667,9.83333333333333,14.1666666666667,22.6666666666667,19.8333333333333,13,7.33333333333333,13.8333333333333,21.3333333333333,19.3333333333333
"male",13.1666666666667,18.8333333333333,17.6666666666667,18.8333333333333,19.5,13.8333333333333,16.6666666666667,15.6666666666667,20.8333333333333,19.8333333333333
"female",11,14.3333333333333,15.1666666666667,21.6666666666667,18,12.1666666666667,16,15.6666666666667,23.1666666666667,22.5
"female",8.5,23.8333333333333,23.1666666666667,19.6666666666667,18.5,5.66666666666667,25.1666666666667,20.5,21.5,28.3333333333333
"male",18.5,15.6666666666667,15.5,16.1666666666667,18,14.5,17.8333333333333,17.1666666666667,18.5,22.3333333333333
"female",19.1666666666667,12.3333333333333,19.1666666666667,21.3333333333333,15.3333333333333,12,10.8333333333333,12.5,22.6666666666667,17.5
"female",15.6666666666667,9.66666666666667,18.3333333333333,22.8333333333333,21.3333333333333,15.5,13,20.8333333333333,24.1666666666667,25.3333333333333
"male",11.3333333333333,11.6666666666667,11.5,25.1666666666667,25.8333333333333,7,14.5,15.8333333333333,27.6666666666667,28.1666666666667
"female",14.1666666666667,15.5,15.8333333333333,21.6666666666667,15.5,12,17.5,14.5,22.5,19.6666666666667
"female",12.1666666666667,14.5,16,19.3333333333333,20.3333333333333,12.6666666666667,19.3333333333333,18,19.3333333333333,21.1666666666667
"female",12.1666666666667,12,15.6666666666667,22,20.5,12.1666666666667,14.1666666666667,16,21.5,19.5
"female",14.1666666666667,16.6666666666667,13.5,21.8333333333333,20.5,10.6666666666667,17.5,11.5,23.3333333333333,21.8333333333333
"male",26.8333333333333,12.6666666666667,8.5,13.1666666666667,10.8333333333333,14.1666666666667,19.8333333333333,15.3333333333333,22.1666666666667,19.3333333333333
"male",11.5,9.66666666666667,11.6666666666667,19.8333333333333,18.6666666666667,12.6666666666667,10.8333333333333,13.6666666666667,21.1666666666667,18
"female",14.8333333333333,19.6666666666667,15.6666666666667,21.5,22.8333333333333,15,20,13.6666666666667,20.6666666666667,19.5
"male",14,18.8333333333333,17.1666666666667,15.8333333333333,18.3333333333333,14.3333333333333,18.1666666666667,17.1666666666667,16,16.5
"female",18.3333333333333,20.8333333333333,15.1666666666667,14.5,17,10,19.5,14.3333333333333,21.1666666666667,23.1666666666667
"female",20.6666666666667,11.8333333333333,16,22.8333333333333,18.1666666666667,21.6666666666667,12.8333333333333,16.8333333333333,18.5,15.3333333333333
"female",13.5,14.8333333333333,13.5,18.8333333333333,23.6666666666667,11.6666666666667,18,20.8333333333333,16.5,22.3333333333333
"female",17.8333333333333,20.8333333333333,20.8333333333333,19.6666666666667,17,20.5,13.8333333333333,16,16.6666666666667,15.5
"female",18.1666666666667,11.1666666666667,14.1666666666667,18.8333333333333,17,15.1666666666667,15.1666666666667,14.3333333333333,18.5,16.3333333333333
"male",17.1666666666667,14,14.3333333333333,19,19.1666666666667,15.3333333333333,14.8333333333333,14.3333333333333,19.3333333333333,16.3333333333333
"male",13.5,18,12.6666666666667,17.1666666666667,16,13.8333333333333,21.3333333333333,15,15.6666666666667,18.8333333333333
"male",16,17.6666666666667,13.8333333333333,16,21,13.8333333333333,19.3333333333333,16.5,15.1666666666667,24.6666666666667
"female",19.6666666666667,9.33333333333333,16.6666666666667,22.3333333333333,12.5,10,18.5,14.8333333333333,23,25.8333333333333
"male",13.3333333333333,14.8333333333333,13.6666666666667,23.6666666666667,22.1666666666667,15,13.5,9.66666666666667,19.1666666666667,28.3333333333333
"female",20.6666666666667,15.5,26.6666666666667,21.3333333333333,10.3333333333333,20.5,17.6666666666667,22.3333333333333,21.1666666666667,19.5
"male",13.3333333333333,22.8333333333333,24.3333333333333,16.1666666666667,18.6666666666667,4.66666666666667,26.3333333333333,25.8333333333333,25.1666666666667,25.5
"male",14.5,16.3333333333333,17.5,20.3333333333333,17,16,10.1666666666667,18,24.6666666666667,10.5
"male",14.1666666666667,15.3333333333333,8.5,13.5,22,13.5,11.6666666666667,16.3333333333333,23.1666666666667,22
"female",21.1666666666667,19.8333333333333,24.5,16,21.8333333333333,13.8333333333333,19.6666666666667,22.3333333333333,21.1666666666667,26.1666666666667
"female",16.3333333333333,21.6666666666667,22.5,12.8333333333333,17.3333333333333,15.8333333333333,16.8333333333333,17.1666666666667,20,19.5
"male",15.3333333333333,17.3333333333333,13.5,16.6666666666667,17.5,8.66666666666667,23.3333333333333,16,21.1666666666667,20
"male",17.5,14.8333333333333,14.3333333333333,19,18.3333333333333,13.1666666666667,18.8333333333333,15.1666666666667,10,19.1666666666667
"male",8.16666666666667,19,19.5,20.1666666666667,19.6666666666667,8,16.6666666666667,15.3333333333333,22,17
"female",18.8333333333333,11,15.1666666666667,25.6666666666667,21.6666666666667,18.8333333333333,13.8333333333333,14,25.3333333333333,25.3333333333333
"female",18.1666666666667,16,24.6666666666667,22.6666666666667,22.6666666666667,15.8333333333333,18.6666666666667,22.8333333333333,21.8333333333333,23.3333333333333
"female",15.8333333333333,10.8333333333333,13.8333333333333,18.1666666666667,22.8333333333333,12.8333333333333,13.3333333333333,14.3333333333333,20,24.1666666666667
"female",11.6666666666667,19.6666666666667,21,21.3333333333333,18.5,7.16666666666667,19.8333333333333,12.1666666666667,26.1666666666667,27.5
"female",9.66666666666667,22.8333333333333,18.3333333333333,22.8333333333333,24,7.5,19.3333333333333,16.5,24.8333333333333,24.3333333333333
"female",17.5,18,21.5,15.1666666666667,18.6666666666667,16,22.1666666666667,23.6666666666667,15.3333333333333,21.3333333333333
"female",23.3333333333333,14,17,16.3333333333333,17.5,17.5,20.3333333333333,14.6666666666667,15.8333333333333,26.5
"female",13.6666666666667,13,18,22.8333333333333,20.6666666666667,12.6666666666667,16.3333333333333,18.1666666666667,22.3333333333333,23.6666666666667
"female",21,20.6666666666667,18.1666666666667,19.3333333333333,13.3333333333333,15,23.8333333333333,22.1666666666667,23.8333333333333,19.6666666666667
"female",11.6666666666667,23.3333333333333,19,18.3333333333333,23.8333333333333,10.1666666666667,22.3333333333333,19,21.1666666666667,22.6666666666667
"male",17.3333333333333,10.3333333333333,17.5,17.8333333333333,14,16.8333333333333,13.1666666666667,16.3333333333333,19.8333333333333,15.1666666666667
"male",18.8333333333333,19.6666666666667,17.3333333333333,17.1666666666667,18.1666666666667,12.3333333333333,15.8333333333333,14.6666666666667,23.3333333333333,22.6666666666667
"female",8.66666666666667,22,23.3333333333333,24.5,22,15.6666666666667,21.3333333333333,18.6666666666667,21.5,23.6666666666667
"female",16.8333333333333,17.3333333333333,19.8333333333333,26.3333333333333,19.8333333333333,16.3333333333333,21.5,20.5,22.6666666666667,20.5
"female",11,20.1666666666667,19,18,18.8333333333333,11.8333333333333,19.8333333333333,19.8333333333333,19.1666666666667,19.3333333333333
"male",6.5,22.3333333333333,17.8333333333333,22.8333333333333,28,7.5,22.3333333333333,17.3333333333333,24.1666666666667,29.3333333333333
"female",14.8333333333333,24.1666666666667,18.5,12.3333333333333,21,16.5,21.3333333333333,17.6666666666667,14.8333333333333,18.1666666666667
"female",12.5,27.5,24.8333333333333,14.3333333333333,23,10,26.3333333333333,25,16.5,27.5
"female",14.5,15.6666666666667,22.1666666666667,22.6666666666667,15,5.5,21.3333333333333,20.1666666666667,25.5,24.5
"female",12,10.5,15.8333333333333,25.1666666666667,21.1666666666667,16.6666666666667,17.1666666666667,13.1666666666667,13,19.3333333333333
"female",14.6666666666667,18.1666666666667,13.6666666666667,21.5,19.5,12.3333333333333,18.3333333333333,14.5,22.8333333333333,21.6666666666667
"male",9.5,23.3333333333333,15.1666666666667,23,17.8333333333333,8.33333333333333,23.8333333333333,14.8333333333333,22.6666666666667,16.5
"male",11.8333333333333,17.3333333333333,16.8333333333333,18.5,21.5,11.1666666666667,18.5,16.1666666666667,19.8333333333333,27
"female",16.1666666666667,21,19.3333333333333,12.8333333333333,20.5,14.3333333333333,26.5,22.5,9.66666666666667,23.1666666666667
"female",15,22.1666666666667,19.5,22,22,9.66666666666667,17.5,18.8333333333333,25.6666666666667,19.8333333333333
"female",19.6666666666667,18.3333333333333,19.5,18.1666666666667,19,13.1666666666667,24.1666666666667,19.3333333333333,18,25
"male",20.8333333333333,13.1666666666667,15,18.3333333333333,11.6666666666667,10.6666666666667,17.1666666666667,13,19.5,20.8333333333333
"male",11.8333333333333,14.5,13.5,18.6666666666667,16.5,12.6666666666667,17.6666666666667,12.3333333333333,18.3333333333333,19.8333333333333
"female",12,14.8333333333333,17.8333333333333,23.6666666666667,22.8333333333333,11.1666666666667,15.6666666666667,11.3333333333333,20.1666666666667,25.8333333333333
"male",22.8333333333333,12.6666666666667,12,21.8333333333333,20.8333333333333,18.6666666666667,8.83333333333333,7.5,15.8333333333333,22.3333333333333
"male",18.3333333333333,12.1666666666667,11.3333333333333,18.3333333333333,15.8333333333333,14.3333333333333,14.6666666666667,10.1666666666667,22.5,16.1666666666667
"female",16.1666666666667,15,18.6666666666667,20,17.3333333333333,11.8333333333333,15.5,18.6666666666667,27.8333333333333,25.5
"female",22.6666666666667,12.8333333333333,13.5,17.1666666666667,15,17.6666666666667,19.3333333333333,17.5,20.3333333333333,26.1666666666667
"female",13.3333333333333,20,9.33333333333333,8.66666666666667,11.5,12.8333333333333,17.6666666666667,18.8333333333333,26.5,27.5
"male",13,20.5,14.5,20.5,24.1666666666667,13.5,24.3333333333333,19,18.1666666666667,22.1666666666667
"male",16.5,19.5,19.5,16.3333333333333,20.3333333333333,18.3333333333333,15.3333333333333,12.8333333333333,11.8333333333333,16.6666666666667
"female",11.5,23,24.1666666666667,20.3333333333333,24,9.83333333333333,23.3333333333333,24,25.5,24.6666666666667
"male",5.5,27.1666666666667,24.3333333333333,16.1666666666667,21.5,7,28.3333333333333,27.1666666666667,25,14.5
"male",12.5,14.6666666666667,16.5,21.1666666666667,22.6666666666667,11.5,13.6666666666667,13,20.8333333333333,24.3333333333333
"male",16.1666666666667,12.8333333333333,11,22.6666666666667,13.5,20.8333333333333,9.33333333333333,15.1666666666667,19.3333333333333,5.33333333333333
"male",12.8333333333333,19.8333333333333,17.5,21.1666666666667,23.5,14.3333333333333,24.5,21.3333333333333,23.8333333333333,18.8333333333333
"female",15.8333333333333,13.1666666666667,18.3333333333333,5.33333333333333,24.3333333333333,15.1666666666667,11.1666666666667,13.8333333333333,22.1666666666667,24.6666666666667
"male",14.3333333333333,21.3333333333333,13,11.5,20,3.66666666666667,24.6666666666667,11.8333333333333,21.5,22.1666666666667
"female",13.5,14.6666666666667,15.1666666666667,18.5,25.1666666666667,13.1666666666667,15.6666666666667,15.8333333333333,21.6666666666667,23.8333333333333
"female",16.1666666666667,13.8333333333333,14.8333333333333,22.1666666666667,16,19,18.1666666666667,14,20,21.5
"female",11.8333333333333,15.8333333333333,20.3333333333333,22.1666666666667,19.1666666666667,11,20.1666666666667,19.1666666666667,21.8333333333333,18
"female",10.8333333333333,23.1666666666667,21,16.3333333333333,18,12.1666666666667,20.5,19,20.3333333333333,20.1666666666667
"female",12.8333333333333,20,20.8333333333333,20.5,20.3333333333333,18.8333333333333,16.5,15.1666666666667,11.3333333333333,15.8333333333333
"male",17,23.8333333333333,20,10.1666666666667,10.5,13.8333333333333,23.1666666666667,17.8333333333333,16,13.1666666666667
"female",23.8333333333333,7.33333333333333,17.5,21.3333333333333,16.3333333333333,15.3333333333333,17.3333333333333,16.8333333333333,22.1666666666667,22.5
"male",18.1666666666667,5.33333333333333,16.6666666666667,22,20.1666666666667,15.1666666666667,16.5,20,24,22.1666666666667
"male",16.1666666666667,26,23.1666666666667,17.6666666666667,17.1666666666667,10.8333333333333,22.5,19,20,9.33333333333333
"male",16.1666666666667,15,13.3333333333333,20.6666666666667,13.5,14.8333333333333,15.8333333333333,13.6666666666667,21.8333333333333,15.1666666666667
"female",13,25.1666666666667,21.1666666666667,15.6666666666667,23,14.1666666666667,22.3333333333333,18.6666666666667,14.5,22.8333333333333
"female",10.3333333333333,10,14,13.6666666666667,22,10.5,16.5,19.1666666666667,17.6666666666667,23.3333333333333
"female",13.6666666666667,14.1666666666667,14.1666666666667,18.1666666666667,19,21.5,17.6666666666667,11.1666666666667,17.8333333333333,20.3333333333333
"female",14.3333333333333,20.5,25.3333333333333,18,18.3333333333333,13.8333333333333,20.8333333333333,16.6666666666667,18.1666666666667,20.1666666666667
"female",17,21.1666666666667,22.6666666666667,15.6666666666667,21.8333333333333,17.1666666666667,23,19.3333333333333,16.8333333333333,19.1666666666667
"female",11.1666666666667,20.5,21.6666666666667,17.8333333333333,13.6666666666667,14,24.5,21.1666666666667,15.3333333333333,17.5
"female",19.5,14.1666666666667,19.1666666666667,23.5,18.1666666666667,12.6666666666667,17.1666666666667,16.8333333333333,23.5,25
"female",13.1666666666667,20.5,23.5,18.5,19.5,12,18.5,20.3333333333333,20.5,20.8333333333333
"female",14,12,14.6666666666667,16.6666666666667,19.6666666666667,14.6666666666667,11,17.8333333333333,20.6666666666667,19.5
"male",18.6666666666667,17,18.8333333333333,17.5,17.1666666666667,24.1666666666667,14.3333333333333,19.1666666666667,14.1666666666667,16
"female",6.83333333333333,14,10,24.1666666666667,21,8.83333333333333,16.5,14,25.8333333333333,23
"female",16.8333333333333,21.6666666666667,24.1666666666667,18.5,15.3333333333333,17.5,13.6666666666667,18.5,18.1666666666667,17.8333333333333
"female",18.3333333333333,9,15,22.1666666666667,19.3333333333333,17.8333333333333,10.6666666666667,12.1666666666667,22.3333333333333,22
"female",25.3333333333333,15.3333333333333,15.6666666666667,23.8333333333333,12.6666666666667,15.5,15.5,15,27.5,22.1666666666667
"male",10,21,17.3333333333333,17.5,23.1666666666667,9,21.5,16.1666666666667,17.8333333333333,24.6666666666667
"male",9,21.6666666666667,12.1666666666667,24,26.5,11.5,21,12.8333333333333,21.1666666666667,21.5
"female",21.1666666666667,25.8333333333333,12.8333333333333,13.6666666666667,17.1666666666667,14.3333333333333,25,18.3333333333333,19.5,21.8333333333333
"male",16.5,16,16.3333333333333,16.1666666666667,16.6666666666667,19.1666666666667,16.5,16.6666666666667,16.6666666666667,18.3333333333333
"female",15.5,16,17,17.8333333333333,24.1666666666667,15.3333333333333,18.8333333333333,16,17.8333333333333,23.8333333333333
"female",15.6666666666667,19.5,20,19.6666666666667,20.8333333333333,15.1666666666667,18.5,16.1666666666667,17.6666666666667,17.3333333333333
"female",10.6666666666667,20,23.8333333333333,19.8333333333333,23.1666666666667,10.6666666666667,19.1666666666667,20.3333333333333,22.3333333333333,22.5
"female",7,14,12.6666666666667,27.5,21.8333333333333,6.16666666666667,17.1666666666667,11.6666666666667,28.6666666666667,26
"female",10.1666666666667,13,15.1666666666667,25.8333333333333,22.5,9,14.3333333333333,17.3333333333333,28.8333333333333,25.5
"male",16.8333333333333,16,12.1666666666667,17,20.8333333333333,16.3333333333333,20.1666666666667,17.6666666666667,11.8333333333333,14.3333333333333
"male",15.3333333333333,23,21,13.6666666666667,11.1666666666667,11.5,26.6666666666667,17.8333333333333,15,19.3333333333333
"female",5,26.6666666666667,24,7.5,25.1666666666667,11,20.5,17.1666666666667,21.6666666666667,22.6666666666667
"male",18,14.5,18.8333333333333,20.3333333333333,19.1666666666667,7.83333333333333,21,21,23.1666666666667,28.8333333333333
"male",7,19.5,16.6666666666667,24.8333333333333,20.8333333333333,11.6666666666667,23.8333333333333,17.1666666666667,25.3333333333333,19.8333333333333
"male",17.3333333333333,17.1666666666667,13.1666666666667,21,19.6666666666667,15.6666666666667,16.8333333333333,12.6666666666667,24.3333333333333,22.1666666666667
"male",9.83333333333333,22,21.3333333333333,18.3333333333333,22.5,16.6666666666667,14.3333333333333,15.6666666666667,25,20.5
"female",13.8333333333333,21,18.1666666666667,17.5,20.3333333333333,16.3333333333333,21.8333333333333,15.6666666666667,14.8333333333333,25.5
"female",15.5,14.5,13,19.3333333333333,18.5,14.8333333333333,15.3333333333333,14.3333333333333,21,20
"female",9.5,26.3333333333333,21,16.5,25.1666666666667,13,23.6666666666667,20.1666666666667,18.8333333333333,25.5
"female",11.3333333333333,17.6666666666667,12.6666666666667,17.3333333333333,23.1666666666667,7.66666666666667,21.5,20,21,26.1666666666667
"male",26.8333333333333,6.33333333333333,14.8333333333333,23.1666666666667,8.66666666666667,24.5,8,11.8333333333333,21,6.33333333333333
"male",10.8333333333333,21.6666666666667,19.5,16.5,15.6666666666667,10.6666666666667,21.6666666666667,15.8333333333333,22,20.6666666666667
"male",8.5,20.1666666666667,16,16.5,19,8,21.8333333333333,14,19.8333333333333,22.1666666666667
"male",18.8333333333333,17.6666666666667,16.8333333333333,17.8333333333333,19.3333333333333,9.16666666666667,17,18,19.6666666666667,19
"male",15.8333333333333,14.5,13.6666666666667,24,29.6666666666667,13.8333333333333,25,17.3333333333333,23.1666666666667,21.3333333333333
"female",17.6666666666667,18.5,17.8333333333333,15.6666666666667,23.1666666666667,18.8333333333333,25,17.3333333333333,19,25.3333333333333
"female",6,17.5,19.8333333333333,25,26.6666666666667,4.83333333333333,18.8333333333333,18.1666666666667,24.5,28.1666666666667
"female",25,9.5,11,20.8333333333333,13.1666666666667,17.8333333333333,13.8333333333333,14,22,22.3333333333333
"female",10.6666666666667,20.8333333333333,24,20.3333333333333,22.8333333333333,12.5,22.8333333333333,21.6666666666667,22.8333333333333,23.1666666666667
"female",16.6666666666667,14.8333333333333,10.5,21.1666666666667,15.5,15.1666666666667,16.1666666666667,13.3333333333333,21.3333333333333,14.3333333333333
"female",15.6666666666667,19,18,27,14.8333333333333,12.6666666666667,21.1666666666667,17.3333333333333,20.3333333333333,16.3333333333333
"female",6,10,17.1666666666667,22.1666666666667,20.5,9.33333333333333,18.5,15.8333333333333,20.8333333333333,20.8333333333333
"male",24.5,12,12.3333333333333,16.6666666666667,12.1666666666667,25.5,9.16666666666667,12,19.6666666666667,11.5
"male",12.6666666666667,19.6666666666667,17.3333333333333,19.3333333333333,19.8333333333333,7.83333333333333,23.6666666666667,18.3333333333333,22,24.5
"female",14.1666666666667,19.3333333333333,21.1666666666667,20.8333333333333,20.8333333333333,11,22.8333333333333,19.6666666666667,21.3333333333333,24.5
"female",10.1666666666667,16.3333333333333,17.6666666666667,22.3333333333333,24.5,10.8333333333333,21.3333333333333,20.5,23.5,21
"female",11.6666666666667,21.1666666666667,21.3333333333333,24.8333333333333,18.6666666666667,11.3333333333333,22.5,20.5,23,23.1666666666667
"female",11.5,24,20.6666666666667,20.8333333333333,22.6666666666667,13,22.1666666666667,15.3333333333333,17.5,16.5
"female",18.5,25.3333333333333,18.1666666666667,23,22.5,19,27.1666666666667,19,26.8333333333333,22.5
"male",14.8333333333333,16.6666666666667,17.3333333333333,17.5,20,14.6666666666667,13.8333333333333,15.5,21.1666666666667,17.3333333333333
"female",16.5,20.5,20.8333333333333,22.5,24,15.6666666666667,24.5,22.5,23.8333333333333,22.8333333333333
"female",17.5,19,21.5,18.1666666666667,20.3333333333333,15.8333333333333,19.5,20.3333333333333,18.8333333333333,23.6666666666667
"female",18.6666666666667,21,18.8333333333333,15.6666666666667,19.3333333333333,14.3333333333333,22.1666666666667,18.1666666666667,15.5,23.3333333333333
"male",19.3333333333333,12.6666666666667,13.6666666666667,17.6666666666667,13.6666666666667,14,17.3333333333333,16.3333333333333,17.8333333333333,25.6666666666667
"female",13.6666666666667,13.6666666666667,16.3333333333333,23.8333333333333,18.6666666666667,17.3333333333333,16.8333333333333,16.8333333333333,17.3333333333333,19.8333333333333
"female",12.6666666666667,15.1666666666667,17.6666666666667,25.6666666666667,23.5,15.1666666666667,16.3333333333333,15.8333333333333,28.3333333333333,23
"female",18.1666666666667,10.6666666666667,11.6666666666667,21.1666666666667,18.8333333333333,19,11,10.8333333333333,20.3333333333333,18.5
"female",19.3333333333333,13.8333333333333,15.6666666666667,20.1666666666667,18,17.6666666666667,13,12.5,18,16.1666666666667
"female",10.5,14.6666666666667,18,20.6666666666667,25.8333333333333,14,14.3333333333333,13.8333333333333,22,26.5
"male",12,20.5,18.6666666666667,16.5,25,12.3333333333333,21.6666666666667,19.1666666666667,23.5,24.3333333333333
"female",11.3333333333333,17.3333333333333,16.3333333333333,22.1666666666667,21.1666666666667,8.66666666666667,23.8333333333333,15.3333333333333,22.5,25.3333333333333
"female",25.5,9.16666666666667,11.3333333333333,21.3333333333333,18,19.8333333333333,15,15.3333333333333,20.8333333333333,16.3333333333333
"female",15,15.6666666666667,17,21.1666666666667,20,12.8333333333333,14.3333333333333,10.3333333333333,19.5,21
"female",20,24.5,18.1666666666667,17,15,22.3333333333333,18.1666666666667,17.3333333333333,13,15.1666666666667
"female",13.8333333333333,21.3333333333333,21.5,19,22.1666666666667,12.3333333333333,17.8333333333333,16.8333333333333,24.1666666666667,22.3333333333333
"female",13,23.6666666666667,17.3333333333333,22,27.5,12.8333333333333,21,17.5,18,24.5
"male",7,23,20.3333333333333,18.3333333333333,23.6666666666667,6.83333333333333,22.1666666666667,19,18,25.1666666666667
"female",19.6666666666667,11.6666666666667,13.8333333333333,20.1666666666667,17.6666666666667,19.1666666666667,7.66666666666667,17,22,23
"female",17,24.8333333333333,21,16.6666666666667,20.1666666666667,16,21,18,14.1666666666667,17
"female",18,13.3333333333333,24.8333333333333,21.8333333333333,14,15.8333333333333,16.3333333333333,26.5,27.6666666666667,18.1666666666667
